,location,latitude,longitude,country
3094,"Fort Payne, AL, USA",34.4442547,-85.7196893,United States
3095,"Gurnee, IL, USA",42.3702996,-87.9020186,United States
3096,"Mountain Grove, MO 65711, USA",37.1306078,-92.2634942,United States
3097,"Graham, NC, USA",36.0690258,-79.4005756,United States
3098,"Cadereyta, N.L., México",25.738158,-100.3266719,México
3099,"Raška, Serbia",43.2869592,20.6141348,Србија
3100,"Jalandhar, Punjab, India",31.29201065,75.56805772,India
3101,"Grapevine, TX, USA",32.9337381,-97.0788754,United States
3102,"South Point, OH, USA",38.4178597,-82.5862699,United States
3103,"Santa Cruz, CA, USA",37.050096,-121.9905908,United States
3104,"Glendale Heights, IL, USA",41.919522,-88.07663651,United States
3105,"Douglas, GA, USA",33.6995565,-84.7622973,United States
3106,"Honeyville, FL 32465, USA",30.0579795,-85.1899158,United States
3107,"Rathmines, Dublin, Ireland",53.3265199,-6.2648571,Éire / Ireland
3108,"Guthrie, KY, USA",36.6485623,-87.1661261,United States
3109,"Gurabo, Puerto Rico",18.2555647,-65.9723799,United States
3110,"Merchantville, NJ 08109, USA",39.951634,-75.04876271,United States
3111,"Sahuarita, AZ 85629, USA",31.9575818,-110.955646,United States
3112,"Oviedo, Florida, EE. UU.",28.6702526,-81.2084941,United States
3113,"Lancaster, California, United States",34.6981064,-118.1366153,United States
3114,"Sherwood Park, Canada",53.5256963,-113.2966313,Canada
3115,"Irrigon, OR 97844, USA",45.8956885,-119.491411,United States
3116,"Richland, WA, USA",46.2804298,-119.275205,United States
3117,"Schofield, WI, USA",44.9096907,-89.6045659,United States
3118,"Port Augusta SA 5700, Australia",-32.4908819,137.7639874,Australia
3119,"Clinton, AR 72031, USA",35.5914666,-92.4604361,United States
3120,"Philadelphia, Pennsylvania, United States",39.9527237,-75.1635262,United States
3121,"Berlin, Germany",52.5170365,13.3888599,Deutschland
3122,"Jackson, MO 63755, USA",37.3828316,-89.6684487,United States
3123,"Decatur, TX 76234, USA",33.2342834,-97.5861393,United States
3124,"San Juan y Martínez, Cuba",22.2818984,-83.8379053,Cuba
3125,"Kettle Falls, WA 99141, USA",48.6105163,-118.0563379,United States
3126,"West Liberty, West Virginia, United States",40.169794,-80.5936851,United States
3127,"Nunhem, Netherlands",51.2448546,5.9625595,Nederland
3128,"NC, EE. UU.",35.6729639,-79.0392919,United States
3129,"San Leandro, CA 94577, USA",37.7249296,-122.1560768,United States
3130,"Lince, Peru",-12.08656755,-77.03664699,Perú
3131,"Thompson's Station, TN, USA",35.802011,-86.9113908,United States
3132,"El Porvenir, Perú",-6.2582956,-75.88312648,Perú
3133,"Newark, CA 94560, USA",37.5296593,-122.0402399,United States
3134,"Walnut Ridge, AR, USA",36.0680241,-90.9561004,United States
3135,"Dalcahue, Los Lagos Region, Chile",-42.3795533,-73.6472998,Chile
3136,"Shakopee, MN, USA",44.7980186,-93.5268986,United States
3137,"Bonifay, Florida, United States",30.7918559,-85.6796533,United States
3138,"Guadalajara, España",40.7399963,-2.505930026,España
3139,"Córdoba, Córdoba, España",37.8845813,-4.7760138,España
3140,"Jackson, MO, USA",39.03540865,-94.35835358,United States
3141,"Pleasantville, OH 43148, USA",39.8097864,-82.5221031,United States
3142,"Ra'anana, Israel",32.1861481,34.8675905,ישראל
3143,"Paderborn, Germany",51.71895955,8.764869778,Deutschland
3144,"Woodbine, KY 40771, USA",36.9048092,-84.0888205,United States
3145,"Vivian, LA 71082, USA",32.8715278,-93.9874032,United States
3146,"Houston, TX 77004, USA",29.7250839,-95.38948566,United States
3147,"Neusalza-Spremberg, Germany",51.0386323,14.5219951,Deutschland
3148,"Lisburn, UK",54.5112913,-6.0466736,United Kingdom
3149,"Kincardine, ON, Canada",44.1776378,-81.6348713,Canada
3150,"Santa Maria, Bulacan, Philippines",14.8191792,120.9617524,Pilipinas / Philippines
3151,"Gridley, California, United States",39.3637773,-121.693583,United States
3152,"Chisinau, Moldova",47.0245117,28.8322923,Moldova
3153,"Kamyk, Poland",50.34014,19.5768929,Polska
3154,"Auburn, ME, USA",44.0978509,-70.2311655,United States
3155,"Jakarta, Jakarta, Indonesia",-6.1875613,106.8277658,Indonesia
3156,"Pendergrass, GA, USA",34.1623292,-83.6779474,United States
3157,"Tampico, Tamps., México",22.2329889,-97.8614802,México
3158,"Gjirokaster, Albania",40.07106165,20.11224946,Shqipëria
3159,"Windsor, VT, USA",43.4798875,-72.3866266,United States
3160,"Brønshøj, København, Denmark",55.704111,12.4985492,Danmark
3161,"Pilar, Paraguay",-26.8582494,-58.3034787,Paraguay
3162,"New Albany, MS 38652, USA",34.4942683,-89.0078418,United States
3163,Itala,42.6384261,12.674297,Italia
3164,"Juticalpa, Honduras",14.53216285,-86.32181908,Honduras
3165,"San Mateo, California, EE. UU.",37.496904,-122.3330573,United States
3166,"Sidney, BC, Canada",48.6505788,-123.3983246,Canada
3167,"Cavite City, Cavite, Philippines",14.4833969,120.9088359,Pilipinas / Philippines
3168,"Singapore, Singapore",1.357107,103.8194992,Singapore
3169,"Cercal do Alentejo, 7555, Portugal",37.8010232,-8.6730732,Portugal
3170,"Copiapó, Atacama, Chile",-27.3664685,-70.3322753,Chile
3171,"Socorro, Santander, Colombia",6.4670216,-73.2626198,Colombia
3172,Venezuela,8.0018709,-66.1109318,Venezuela
3173,"Langley, OK, USA",36.4639736,-95.0477401,United States
3174,"Bowen QLD 4805, Australia",-20.0217373,148.2057727,Australia
3175,"Lutsk, Volyn Oblast, Ukraine",50.7450733,25.320078,Україна
3176,"Gostivar, North Macedonia",41.7920222,20.9081703,Северна Македонија
3177,"Freeport, NY, USA",40.6576071,-73.5835826,United States
3178,"07800 Ibiza, Islas Baleares, España",38.90817384,1.428249384,España
3179,"Texcoco de Mora, Méx., México",19.5144327,-98.8821254,México
3180,"Branford, CT, USA",41.2795414,-72.8150989,United States
3181,"Concepción, Bío Bío, Chile",-36.8270795,-73.0502399,Chile
3182,"Mont-Saint-Martin, France",49.282103,3.6389239,France
3183,"Yuen Long, Hong Kong",22.4445211,114.0259924,中国
3184,"Nokomis, FL 34275, USA",27.12327955,-82.43402343,United States
3185,"Franklin, LA 70538, USA",32.1254252,-91.6778053,United States
3186,"Nimes, Francia",43.8374249,4.3600687,France
3187,"Barboursville, WV, USA",38.4095298,-82.2945923,United States
3188,"Groton, Connecticut, EE. UU.",41.3501598,-72.0761998,United States
3189,"Salisbury South SA 5106, Australia",-34.7827756,138.6429577,Australia
3190,"Liberal, KS 67901, USA",37.0430812,-100.920999,United States
3191,"Maple Heights, OH, USA",41.4153313,-81.565956,United States
3192,"Orange, CA, USA",33.7500378,-117.8704931,United States
3193,"Bilbao, Vizcaya, España",43.2630018,-2.9350039,España
3194,"Monterey, IN, USA",41.1569862,-86.4827853,United States
3195,"Newtownabbey, Newtownabbey, Newtownabbey BT36, UK",54.6942876,-5.9381688,United Kingdom
3196,"Euharlee, GA, USA",34.1448193,-84.9329986,United States
3197,"Orsa, Sweden",61.3,14.75,Sverige
3198,"Hartford, KS 66854, USA",38.3083928,-95.957095,United States
3199,"Harare, Zimbabwe",-17.831773,31.045686,Zimbabwe
3200,"Papakura, Papakura, New Zealand",-37.064265,174.9446665,New Zealand / Aotearoa
3201,"Kyle, TX, USA",29.9892816,-97.877174,United States
3202,"Willmar, Minnesota, EE. UU.",45.1219492,-95.0435373,United States
3203,"Latacunga Canton, Ecuador",-0.2110341,-78.3977045,Ecuador
3204,"Dennison, OH, USA",40.3933994,-81.3337215,United States
3205,"Estelí, Nicaragua",13.2455577,-86.4554189,Nicaragua
3206,"San Juan del Sur, Nicaragua",11.2536716,-85.8709492,Nicaragua
3207,"Bartlett, TN, USA",35.2045329,-89.8739753,United States
3208,"Douglass, TX 75943, USA",31.6679551,-94.8807695,United States
3209,"New Prague, MN 56071, USA",44.5433331,-93.5760445,United States
3210,"Nemby, Paraguay",-25.3924542,-57.5471112,Paraguay
3211,"Fairmont, WV 26554, USA",39.4850848,-80.1425781,United States
3212,"Agoura Hills, California",34.14791,-118.7657042,United States
3213,"El Callao, Bolívar, Venezuela",7.3378056,-61.8330186,Venezuela
3214,"Coyhaique, XI Región, Chile",-45.5711804,-72.0684863,Chile
3215,"Woombye QLD 4559, Australia",-26.66095,152.966112,Australia
3216,"Burgaw, NC 28425, USA",34.5521113,-77.926098,United States
3217,"Canton, NY 13617, USA",44.5956163,-75.1690942,United States
3218,"Locust Grove, GA, USA",33.3459495,-84.109083,United States
3219,"Charlestown, Boston, MA, USA",42.3778749,-71.0619957,United States
3220,"Gosford NSW 2250, Australia",-33.4250175,151.3417318,Australia
3221,"Sumner, IA 50674, USA",42.8488865,-92.0970758,United States
3222,Latvia,56.8406494,24.7537645,Latvija
3223,"Pune, Maharashtra, India",18.521428,73.8544541,India
3224,"Wapakoneta, OH 45895, USA",40.5678265,-84.1935594,United States
3225,"Tulbagh, 6820, South Africa",-33.285059,19.140667,South Africa
3226,"Lod, Israel",31.9489012,34.8884857,ישראל
3227,"Tulcan, Ecuador",0.8114572,-77.7172256,Ecuador
3228,"Villa de Almoloya de Juárez, Méx., México",19.3361026,-99.7392592,México
3229,"Clinton, MD, USA",38.7522607,-76.8969155,United States
3230,"Buford, Georgia, United States",34.1206564,-84.0043513,United States
3231,"Lombardy, Italy",45.5703694,9.7732524,Italia
3232,"Glasgow, Glasgow, Glasgow City, UK",55.8609825,-4.2488787,United Kingdom
3233,"Hurlingham, Buenos Aires, Argentina",-34.5933423,-58.6378405,Argentina
3234,"Mystic, Stonington, CT, USA",41.35599175,-71.95733553,United States
3235,"Tunapuna, Trinidad and Tobago",10.64464,-61.3916118,Trinidad and Tobago
3236,"Pardes Hanna, Pardes Hana-Karkur, Israel",32.4852609,34.95417,ישראל
3237,"Felton, PA, USA",39.8541597,-76.5649707,United States
3238,"Arcola, Virginia, United States",38.9519042,-77.5339428,United States
3239,"Sherbrooke, Quebec, Canadá",45.403271,-71.889038,Canada
3240,"Vermilion, OH, USA",41.4219889,-82.3646068,United States
3241,"Rosenheim, Germany",47.8539273,12.127262,Deutschland
3242,"Mollet del Vallès, Barcelona, Spain",41.5393484,2.2130934,España
3243,"Northwich, UK",53.2602539,-2.5145104,United Kingdom
3244,"Pardeeville, WI 53954, USA",43.5377608,-89.3001174,United States
3245,"Michigan City, IN, USA",41.7075394,-86.8950297,United States
3246,"Leeds, ME 04263, USA",44.303704,-70.119553,United States
3247,"Houston, United states",29.7589382,-95.3676974,United States
3248,"8660 Tebstrup, Denmark",55.9725772,9.8771973,Danmark
3249,"Hillsborough Township, NJ, USA",40.5052296,-74.6732941,United States
3250,"Encino, Los Angeles, CA, USA",34.1591324,-118.5016166,United States
3251,"Karachi, Karachi City, Sindh, Pakistan",24.85559875,67.00782826,پاکستان
3252,"Windsor NSW 2756, Australia",-33.6055342,150.821953,Australia
3253,"Provincia de Guanacaste, Costa Rica",10.37884405,-85.43382875,Costa Rica
3254,"Jacmel, Haiti",18.2352587,-72.5375127,Ayiti
3255,"Ungheni, Moldavia",47.2058458,27.80240314,Moldova
3256,"Northbrook, IL 60062, USA",42.12753095,-87.8318799,United States
3257,"Pietermaritzburg, South Africa",-29.6,30.3788889,South Africa
3258,"Ararat, Armenia",40.0053589,44.7315157,Հայաստան
3259,"Skelmersdale, UK",53.5524745,-2.7845229,United Kingdom
3260,"Champaign, Illinois, EE. UU.",40.1164841,-88.2430932,United States
3261,"Caernarfon, UK",53.1394364,-4.2769751,United Kingdom
3262,Mesquite,32.7666103,-96.599472,United States
3263,"94469 Deggendorf, Germany",48.83283439,12.96813855,Deutschland
3264,"Crewe, UK",53.0996153,-2.4414627,United Kingdom
3265,"Chelsea, WI 54451, USA",45.2902456,-90.3073675,United States
3266,"Easton, MA, USA",38.7744952,-76.0763065,United States
3267,"Maine, Camden",44.210265,-69.065552,United States
3268,"Marietta, GA 30066, USA",33.9528472,-84.5496148,United States
3269,"Collingdale, PA, USA",39.9117794,-75.2771292,United States
3270,"Simití, Bolívar, Colombia",7.9551827,-73.9449234,Colombia
3271,"San Fernando de Apure 7001, Apure, Venezuela",7.8785583,-67.4681246,Venezuela
3272,"2890 Oppuurs, Belgium",51.06314219,4.24211123,België / Belgique / Belgien
3273,"Mukdahan, Thailand",16.6972385,104.3470293,ประเทศไทย
3274,"Provincia de Guanacaste, Liberia, Costa Rica",10.59413225,-85.42364685,Costa Rica
3275,"Edenderry, Co. Offaly, Ireland",53.3433656,-7.0488576,Éire / Ireland
3276,"Falster, Guldborgsund Municipality, Denmark",54.7646137,11.8709918,Danmark
3277,"Traverse City, Michigan, United States",44.7606441,-85.6165301,United States
3278,"Huanuco, Peru",-9.5,-75.833333,Perú
3279,"Bernardsville, NJ, USA",40.7186805,-74.5692273,United States
3280,"Bajina Basta, Serbia",43.9712226,19.5660149,Србија
3281,"Isle of Wight, UK",50.67108245,-1.33280428,United Kingdom
3282,"Enumclaw, WA, USA",47.2047793,-121.9916371,United States
3283,"Coolangatta QLD 4225, Australia",-28.170386,153.5304481,Australia
3284,"Honda, Tolima, Colombia",5.210419,-74.7361921,Colombia
3285,"Ocoyoacac, Méx., México",19.2587373,-99.41777786,México
3286,"Marietta, PA, USA",40.0573456,-76.55311564,United States
3287,"Cypress, TX, USA",29.9691116,-95.6971686,United States
3288,"Via Júlia, Barcelona, España",41.4438467,2.1786043,España
3289,"River Oaks, TX, USA",32.7770737,-97.394463,United States
3290,"Miraflores, Perú",-12.12149805,-77.02590642,Perú
3291,"McMillan, OK 73446, USA",34.0898194,-96.9372304,United States
3292,"Yehud, Israel",32.0340632,34.8939595,ישראל
3293,"Alexandria, Alexandria Governorate, Egypt",31.199004,29.894378,مصر
3294,"Fort Pierce, Florida, EE. UU.",27.4467056,-80.3256056,United States
3295,"Crystal, MN, USA",45.031823,-93.3606072,United States
3296,"Hudson, New York, United States",42.2528649,-73.790959,United States
3297,"South Dakota, United States",44.6471761,-100.348761,United States
3298,"Kings Mountain, NC, USA",35.2450607,-81.3410516,United States
3299,"Tulum, Quintana Roo, Mexico",20.2152358,-87.42953531,México
3300,"Qulin, MO 63961, USA",36.5958908,-90.2473247,United States
3301,"Weirton, WV, USA",40.4189566,-80.5895167,United States
3302,"Lake Cathie NSW 2445, Australia",-31.5522261,152.8543702,Australia
3303,"Quilpué, Valparaíso, Chile",-33.0498135,-71.4415282,Chile
3304,"Blacksburg, SC 29702, USA",35.1212409,-81.5159246,United States
3305,"Arlington, Virginia, United States",38.8769326,-77.0893094,United States
3306,"Duisburg, Germany",51.434999,6.759562,Deutschland
3307,"Mercedes, Provincia de Buenos Aires, Argentina",-34.6506717,-59.4317202,Argentina
3308,"York, SC 29745, USA",34.9603293,-81.1655408,United States
3309,"Welch, WV 24801, USA",37.4328886,-81.5844357,United States
3310,"South Padre Island, TX 78597, USA",26.1036887,-97.1646938,United States
3311,"Silverton, OR 97381, USA",45.0049305,-122.7832947,United States
3312,"Adamsville, Alabama, United States",33.6009389,-86.9561059,United States
3313,"Greenville, SC 29605, USA",34.851354,-82.3984882,United States
3314,"Vernon, FL 32462, USA",30.6229702,-85.7121531,United States
3315,"Vlaardingen, Netherlands",51.9227863,4.329563379,Nederland
3316,"Slidell, LA, USA",30.2751945,-89.7811745,United States
3317,"Yuma, AZ, USA",32.665135,-114.4760316,United States
3318,"Polson, MT 59860, USA",47.6905295,-114.163761,United States
3319,"Aibonito, 00705, Puerto Rico",18.1393105,-66.2663961,United States
3320,"Lincoln, AL, USA",33.6131588,-86.1183061,United States
3321,"Melba, Idaho 83641, EE. UU.",43.3754405,-116.5290116,United States
3322,"Rock Hill, SC, USA",34.9248667,-81.0250784,United States
3323,"Valdosta, GA 31602, USA",30.8327022,-83.2784851,United States
3324,"Cd Radial, Panamá",9.0476344,-79.4320508,Panamá
3325,"El Tigre, Anzoátegui, Venezuela",8.8856183,-64.2486608,Venezuela
3326,"55100 Imatra, Finland",61.15861526,28.76410498,Suomi / Finland
3327,"Fort Collins, Colorado, United States",40.5508527,-105.0668085,United States
3328,"Hyattsville, Maryland, United States",38.9529442,-76.9408647,United States
3329,"Timmins, ON, Canada",48.477473,-81.330414,Canada
3330,"Camposol, 30870 Mazarrón, Murcia, Spain",37.669635,-1.351629061,España
3331,"Metairie, LA 70002, USA",29.9899926,-90.1505426,United States
3332,"San Gwann, Malta",35.9093052,14.4788042,Malta
3333,"Spearfish, SD, USA",44.490817,-103.85937,United States
3334,"Millinocket, ME, USA",45.657728,-68.709869,United States
3335,"Lakeville, MN, USA",44.650051,-93.2432791,United States
3336,"Luque, Paraguay",-25.2665417,-57.4926928,Paraguay
3337,"Springfield, GA, USA",32.3724131,-81.3114988,United States
3338,"Kukës, Albania",42.07271955,20.42116318,Shqipëria
3339,"Pleasant Grove, UT, USA",40.3640349,-111.7386884,United States
3340,"Campton, KY 41301, USA",37.7342526,-83.547409,United States
3341,"Batavia, IA 52533, USA",40.9940985,-92.1674331,United States
3342,"Langford, SD 57454, USA",45.602452,-97.830379,United States
3343,"Augusta, ME, USA",44.310545,-69.7792759,United States
3344,"Jenks, Oklahoma, EE. UU.",36.0228734,-95.9683278,United States
3345,"Middlesex, NC 27557, USA",35.7901316,-78.2042904,United States
3346,"Webbers Falls, OK, USA",35.5109296,-95.1299597,United States
3347,"Distrito de Faro, Portugal",37.2444729,-8.150644022,Portugal
3348,"San Pedro de Atacama, Región de Antofagasta, Chile",-22.910832,-68.2001376,Chile
3349,"Mount Sterling, KY 40353, USA",38.0561079,-83.9431961,United States
3350,"Barquisimeto 3001, Venezuela",10.0774374,-69.3222293,Venezuela
3351,"Provincia de Cartago, Cartago, Costa Rica",9.901894,-83.6802989,Costa Rica
3352,"18100 Vierzon, France",47.22547648,2.05897361,France
3353,"Huejotzingo, Pue., México",19.16427705,-98.43927536,México
3354,"Pagalungan, Maguindanao, Philippines",7.0579428,124.6991988,Pilipinas / Philippines
3355,"Saltillo, Coahuila, Mexico",25.4230425,-100.9927509,México
3356,"Algiers, Sidi M'Hamed, Algeria",36.7753606,3.0601882,Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
3357,"Märsta, Suecia",59.6252383,17.8515672,Sverige
3358,"Chiba Prefecture, Japan",35.549399,140.2647303,日本
3359,"Sula, Norway",62.40986815,6.203593761,Norge
3360,"Maipu, Santiago Metropolitan Region, Chile",-33.5094409,-70.756182,Chile
3361,"New Kent, VA, USA",37.4974701,-76.9990453,United States
3362,"Gallatin, TN, USA",36.3883031,-86.4475898,United States
3363,"Schwetzingen, Germany",49.3832919,8.5735135,Deutschland
3364,"Santa monica, California, United States",34.0194704,-118.4912273,United States
3365,"West Enfield, Enfield, ME 04493, USA",45.2433889,-68.6497496,United States
3366,"Cedartown, GA 30125, USA",34.0124425,-85.2559398,United States
3367,"Dundee, UK",56.4605938,-2.97019,United Kingdom
3368,"Tlajomulco de Zúñiga, Jal., México",20.48187375,-103.4005097,México
3369,"Camp Hill, PA 17011, USA",40.2398118,-76.9199742,United States
3370,Texas,31.2638905,-98.5456116,United States
3371,"Couva, Trinidad and Tobago",10.4223291,-61.458708,Trinidad and Tobago
3372,"Akaa, Finland",61.1574531,23.73117653,Suomi / Finland
3373,"Cypress, California, EE. UU.",33.8248235,-118.0399368,United States
3374,"Texas City, United States",29.396013,-94.9175485,United States
3375,"La Center, KY 42056, USA",37.0767199,-88.9736762,United States
3376,"Ventspils, Latvia",57.3903918,21.5635991,Latvija
3377,"Córdoba, Cordoba, Argentina",-31.4173391,-64.183319,Argentina
3378,"Puyo, Ecuador",-1.4854777,-77.9969666,Ecuador
3379,"Annandale, VA, USA",38.838491,-77.20852376,United States
3380,"Ghana, Accra",5.5571096,-0.2012376,Ghana
3381,"Santa Cruz - RN, Brazil",-6.224752,-36.019297,Brasil
3382,"Chaparral, NM 88081, USA",32.0421782,-106.4365572,United States
3383,"Brooklyn, NY, USA",40.6526006,-73.9497211,United States
3384,"Belle Glade, FL, USA",26.6845104,-80.6675577,United States
3385,"Southbury, CT, USA",41.4814848,-73.2131693,United States
3386,"Magnolia, OH 44643, USA",40.6513885,-81.2983593,United States
3387,"Rizal, Philippines",14.65,121.25,Pilipinas / Philippines
3388,"Liberty, NY 12754, USA",41.8012002,-74.7465527,United States
3389,"Chihuahua, Chihuahua, Mexico",28.6523808,-106.0902046,México
3390,"Telfs, Austria",47.3046511,11.071515,Österreich
3391,"Ethete, WY, USA",43.005564,-108.7276197,United States
3392,"City of Naga, Cebu, Philippines",10.2054219,123.7600265,Pilipinas / Philippines
3393,"Weare, NH 03281, USA",43.094966,-71.73111,United States
3394,"Kherson, Kherson Oblast, Ukraine, 73000",46.6412644,32.625794,Україна
3395,"Sebastian, FL, United States",27.816415,-80.4706078,United States
3396,"Copacabana, Antioquia, Colombia",6.3461047,-75.5080262,Colombia
3397,"Fremont, OH 43420, USA",41.3473413,-83.1134972,United States
3398,"Par PL24, UK",50.3509954,-4.7038834,United Kingdom
3399,"Texas, EE. UU.",31.2638905,-98.5456116,United States
3400,"Tumeremo, Bolívar, Venezuela",7.2995571,-61.5036219,Venezuela
3401,"Port Stanley, ON, Canada",42.6660437,-81.2121712,Canada
3402,"Departamento del Beni, Bolivia",-14,-65,Bolivia
3403,"Page, AZ 86040, USA",36.9148305,-111.457294,United States
3404,"Milnerton, Cape Town, South Africa",-33.8794444,18.4963889,South Africa
3405,"Zugdidi, Georgia",42.5067616,41.8713297,საქართველო
3406,"Upper Sandusky, OH 43351, USA",40.8272785,-83.2813089,United States
3407,"Ocaña, Norte de Santander, Colombia",8.1758238,-73.3670106,Colombia
3408,"4681 Herfølge, Denmark",55.410088,12.1431112,Danmark
3409,"Odessa, Texas, EE. UU.",31.8457149,-102.367687,United States
3410,"Puenteareas, Pontevedra, España",42.1776324,-8.5066081,España
3411,"Levittown, Toa Baja, Puerto Rico",18.4508307,-66.18096792,United States
3412,"Gudja, Malta",35.8483258,14.5030882,Malta
3413,"Villa Elisa, Entre Ríos, Argentina",-32.1631324,-58.4004902,Argentina
3414,"Clyde, NC 28721, USA",35.5334379,-82.910691,United States
3415,"Altadena, CA, USA",34.1863161,-118.1352329,United States
3416,"Granby, QC, Canada",45.3990409,-72.721834,Canada
3417,"Apex, North Carolina, United States",35.7325352,-78.8505516,United States
3418,"Labrador QLD 4215, Australia",-27.9427642,153.3987125,Australia
3419,"45600 Talavera de la Reina, Toledo, Spain",39.9637075,-4.822882389,España
3420,"Marietta, Georgia, EE. UU.",33.9528472,-84.5496148,United States
3421,"Leamington, ON, Canada",42.0531166,-82.5996998,Canada
3422,"La Habra, CA, USA",33.9316066,-117.9454867,United States
3423,"Holden, ME, USA",44.7528499,-68.6789218,United States
3424,"Hythe - Southampton, United Kingdom",50.8653142,-1.4046916,United Kingdom
3425,"Marina del Rey, CA, USA",33.9776848,-118.4486479,United States
3426,"LA, EE. UU.",34.0536909,-118.242766,United States
3427,"Las Palmas de Gran Canaria, Las Palmas, Spain",28.1288694,-15.4349015,España
3428,"Venlo, Netherlands",51.39244885,6.151172414,Nederland
3429,"Chihuahua, México",28.5000001,-106.0000001,México
3430,"Frankston VIC 3199, Australia",-38.1444729,145.1268808,Australia
3431,"New Boston, TX 75570, USA",33.4598415,-94.4154787,United States
3432,"Warren, RI 02885, USA",41.7303794,-71.2825494,United States
3433,"Ljubljana, Slovenia",46.0500268,14.5069289,Slovenija
3434,"Ternopil, Ukraine",49.6630002,25.6167516,Україна
3435,"Cortlandt Manor, New York",41.2822191,-73.714142,United States
3436,"North Highlands, California, EE. UU.",38.6710975,-121.3879538,United States
3437,"Bras-Panon, Reunion",-20.9987435,55.6847941,France
3438,"Kipling, SK S0G 2S0, Canada",50.1001332,-102.6331656,Canada
3439,"Azogues, Ecuador",-2.63172915,-78.70089341,Ecuador
3440,"Port Douglas QLD 4877, Australia",-16.484904,145.464548,Australia
3441,"Kingsport, TN, USA",36.550238,-82.5594293,United States
3442,"Erie, PA, EE. UU.",42.1294712,-80.0852695,United States
3443,"Bajos de Haina, República Dominicana",18.4321727,-70.03100605,República Dominicana
3444,"Guanare, Venezuela",9.0407855,-69.7412593,Venezuela
3445,"Houston, Texas, United States",29.7589382,-95.3676974,United States
3446,"Clinton, Massachusetts",42.4141495,-71.6799426,United States
3447,"Shepherdsville, KY 40165, USA",37.9885936,-85.7158246,United States
3448,"08710 Santa Margarita de Montbuy, Barcelona, España",41.57538637,1.60684825,España
3449,"Hartsfield, GA 31744, USA",31.2168507,-83.9760101,United States
3450,"Huesca, Huesca, España",42.1382539,-0.4080901,España
3451,"Kyle of Lochalsh, Highland, UK",57.2814192,-5.7150685,United Kingdom
3452,"75015 Paris, France",48.84150119,2.293188329,France
3453,"Mercedes, Buenos Aires, Argentina",-34.6506717,-59.4317202,Argentina
3454,"Bacolod, Negros Occidental, Philippines",10.70920815,122.9826571,Pilipinas / Philippines
3455,"Greenfield, California 93927, EE. UU.",36.3207998,-121.243813,United States
3456,"Entebbe, Uganda",0.0611715,32.4698564,Uganda
3457,"Laurel, MD, USA",39.1044123,-76.8669233,United States
3458,"Maineville, OH 45039, USA",39.315134,-84.2209419,United States
3459,"Nueva Imperial, IX Región, Chile",-38.7453101,-72.9519984,Chile
3460,"Annapolis, MO 63620, USA",37.3603272,-90.6976197,United States
3461,"Jackson, AL 36545, USA",31.5090521,-87.8944435,United States
3462,"Märsta, Sweden",59.6252383,17.8515672,Sverige
3463,"4600 Køge, Denmark",55.45437683,12.18139145,Danmark
3464,"Golden Valley, North Dakota, United states",46.9317944,-103.8668414,United States
3465,"Felton, DE 19943, USA",39.0084464,-75.5779807,United States
3466,"Jarrow, Tyne and Wear, UK",54.9812514,-1.4908447,United Kingdom
3467,"Bunbury WA 6230, Australia",-33.3267797,115.636698,Australia
3468,"Royal Tunbridge Wells, Tunbridge Wells, UK",51.1371483,0.2673446,United Kingdom
3469,"Gore, VA 22637, USA",39.2639911,-78.3319494,United States
3470,"Bandera, Texas, United States",29.7643475,-99.234526,United States
3471,"2250 Ptuj, Slovenia",46.42885082,15.88509279,Slovenija
3472,"Altenburg, Germany",50.9852411,12.4340988,Deutschland
3473,"Brooks, AB, Canada",50.571027,-111.893005,Canada
3474,"Oran 31000, Algeria",35.7032751,-0.6492976,Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
3475,"Mahates, Bolívar, Colombia",10.234262,-75.186894,Colombia
3476,"Habichtswald, Germany",51.3322189,9.3254924,Deutschland
3477,"Arcadia, California, EE. UU.",34.1362075,-118.0401497,United States
3478,"Ocean Grove VIC, Australia",-38.267045,144.52487,Australia
3479,"Macon, GA, USA",32.8406946,-83.6324022,United States
3480,"Clarksburg, West Virginia, United States",39.2806451,-80.3445341,United States
3481,"Calabasas, CA, USA",34.1446643,-118.644097,United States
3482,"Jerome, MI 49249, USA",42.0269888,-84.4693935,United States
3483,"St Albans, UK",51.753051,-0.3379675,United Kingdom
3484,"Richmond, BC, Canada",49.163168,-123.137414,Canada
3485,"Nashville, AR 71852, USA",33.9456692,-93.847129,United States
3486,"Puerto Píritu, Anzoátegui, Venezuela",10.0575943,-65.0354144,Venezuela
3487,"Madison, Wisconsin, United States",43.074761,-89.3837613,United States
3488,"Karns City, PA 16041, USA",40.9948556,-79.7263363,United States
3489,"Fermoy, Co. Cork, Ireland",52.1381665,-8.275223,Éire / Ireland
3490,"Clinton, IL 61727, USA",40.152645,-88.9607122,United States
3491,"Celaya, Gto., Mexico",20.521788,-100.8140458,México
3492,"Northcliff, Randburg, 2195, South Africa",-26.1311111,27.9622222,South Africa
3493,"tacoma, washington, United States",47.2495798,-122.439874,United States
3494,"Canton, Georgia, EE. UU.",34.2367621,-84.4907621,United States
3495,"Steinsel, Luxembourg",49.677469,6.1244736,Lëtzebuerg
